module,mean,var,std,min,max,p01,p05,p50,p95,p99,zero_ratio
encoder_se.block.fc.2,0.0,0.0,0.0001,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0
encoder_se.block.fc.3,0.5,0.0,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
encoder_fc,-0.0009234307799488306,0.02417268417775631,0.1554757028533922,-0.735226571559906,0.7051085233688354,-0.3636825978755951,-0.2571357786655426,-0.0012988094240427017,0.2552137076854706,0.36115697026252747,0.000568389892578125
decoder_fc,9.557626617606729e-05,0.008142640814185143,0.09023663787057418,-0.43608957529067993,0.4518158733844757,-0.21086984872817993,-0.14834360778331757,0.0001875152811408043,0.14837677776813507,0.20976072549819946,0.0008907318115234375
refine.0,5.534380761673674e-06,0.002694379538297653,0.051907509459592195,-0.29742762446403503,0.30132347345352173,-0.12416347861289978,-0.08529852330684662,-3.326047954033129e-05,0.08537842333316803,0.12441462278366089,0.0015900135040283203
refine.1,5.534355295822024e-06,0.0026943522971123457,0.05190724705773121,-0.29742610454559326,0.30132195353507996,-0.12416285276412964,-0.085298091173172,-3.326031219330616e-05,0.08537799119949341,0.12441398948431015,0.0015902519226074219
refine.2,0.02045009657740593,0.0009300425881519914,0.030496763568483645,0.0,0.30132195353507996,0.0,0.0,0.0,0.08537799119949341,0.12441398948431015,0.5010557174682617
refine.3,0.0012533911503851414,0.0004224571166560054,0.02055400488119056,-0.10741014033555984,0.12419046461582184,-0.04572153836488724,-0.03176681324839592,0.0008153107482939959,0.03577693551778793,0.05177004262804985,0.0040130615234375
refine.4,0.001253384631127119,0.00042245283839292824,0.020553900807217307,-0.10740959644317627,0.1241898387670517,-0.04572130739688873,-0.031766653060913086,0.0008153066737577319,0.03577675297856331,0.05176978185772896,0.0040130615234375
refine.5,0.00875956192612648,0.00016267347382381558,0.012754743189253777,0.0,0.1241898387670517,0.0,0.0,0.0008153066737577319,0.03577675297856331,0.05176978185772896,0.4857364892959595
refine_se.block.avg_pool,0.008759560994803905,4.114381954423152e-05,0.006415124281277138,0.001526989508420229,0.02330491691827774,0.0016717968974262476,0.0018239469500258565,0.00566120445728302,0.020540334284305573,0.02222285233438015,0.0
refine_se.block.fc.0,-0.0031855800189077854,2.8838652355034355e-08,0.00019707524541411677,-0.0036168291699141264,-0.0025953601580113173,-0.0035156384110450745,-0.0034432855900377035,-0.003184887347742915,-0.0029079646337777376,-0.0027500083670020103,0.0
refine_se.block.fc.1,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
refine_se.block.fc.2,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
refine_se.block.fc.3,0.5,0.0,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
refine_out.0,0.009621788747608662,0.00014721414481755346,0.012133595708509224,-0.041387077420949936,0.07309883832931519,-0.016927313059568405,-0.00984141044318676,0.00934990681707859,0.030009616166353226,0.038779813796281815,0.00484466552734375
refine_out.1,0.009619994089007378,0.00014713975542690605,0.012130529890606843,-0.041363462805747986,0.07296891510486603,-0.016925696283578873,-0.009841091930866241,0.009349633939564228,0.030000610277056694,0.038760386407375336,0.00484466552734375
encoder_conv.block.0,0.0017532656202092767,0.026701105758547783,0.16340476051372488,-0.7668279409408569,0.8199752569198608,-0.3938840329647064,-0.2793049216270447,0.0015149894170463085,0.2835707664489746,0.39507609605789185,0.00048732757568359375
encoder_conv.block.1,0.001753256656229496,0.026700835675001144,0.1634039340866711,-0.7668240666389465,0.8199710845947266,-0.39388203620910645,-0.27930349111557007,0.001514981733635068,0.2835693359375,0.39507409930229187,0.00048732757568359375
encoder_conv.block.2,0.06485530734062195,0.009380444884300232,0.09685274846022818,0.0,0.8199710845947266,0.0,0.0,0.001514981733635068,0.2835693359375,0.39507409930229187,0.4965782165527344
encoder_se.block.avg_pool,0.062074724584817886,0.0009288373403251171,0.030476996904634766,-0.032239317893981934,0.12680737674236298,-0.004260127432644367,0.022087737917900085,0.06161220371723175,0.10868807137012482,0.12209618836641312,0.0
encoder_se.block.fc.0,-0.027563275769352913,2.468473212502431e-05,0.004969379450698479,-0.039922427386045456,-0.015984073281288147,-0.03894195705652237,-0.03478950262069702,-0.027685143053531647,-0.021167535334825516,-0.016380464658141136,0.0
encoder_se.block.fc.1,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
encoder_se.block.fc.2,0.0,0.0,0.0001,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0
encoder_se.block.fc.3,0.5,0.0,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
encoder_fc,-0.0015146085061132908,0.023798758164048195,0.15426849375050045,-0.7011637091636658,0.7276986241340637,-0.36074206233024597,-0.2550835609436035,-0.0016971565783023834,0.2523813545703888,0.3567005395889282,0.000499725341796875
decoder_fc,7.493664452340454e-05,0.008023246191442013,0.0895726308167959,-0.4741364121437073,0.43726471066474915,-0.20916704833507538,-0.14724379777908325,9.027204941958189e-05,0.14724384248256683,0.20845039188861847,0.0008831024169921875
refine.0,4.808271114598028e-06,0.002651117742061615,0.05148910313902948,-0.27874448895454407,0.3075636923313141,-0.12308746576309204,-0.08466736972332001,1.1156221262353938e-05,0.08473216742277145,0.12323175370693207,0.0016756057739257812
refine.1,4.8082347348099574e-06,0.002651090733706951,0.0514888408658318,-0.27874308824539185,0.3075621426105499,-0.1230868399143219,-0.08466693758964539,1.1156164873682428e-05,0.08473173528909683,0.12323112785816193,0.0016756057739257812
refine.2,0.02028299868106842,0.0009147156961262226,0.030244432481470414,0.0,0.3075621426105499,0.0,0.0,1.1156164873682428e-05,0.08473173528909683,0.12323112785816193,0.5007357597351074
refine.3,0.001245387364178896,0.00041538194636814296,0.02038116646240207,-0.10774567723274231,0.13130801916122437,-0.04534641653299332,-0.03149741515517235,0.0008097578538581729,0.03548222780227661,0.05135514959692955,0.004006862640380859
refine.4,0.001245381310582161,0.00041537772631272674,0.020381062933829696,-0.10774513334035873,0.13130734860897064,-0.04534618556499481,-0.031497254967689514,0.000809753779321909,0.035482048988342285,0.05135488882660866,0.00400698184967041
refine.5,0.00868605263531208,0.00015998735034372658,0.012649005903379387,0.0,0.13130734860897064,0.0,0.0,0.000809753779321909,0.035482048988342285,0.05135488882660866,0.4856621026992798
refine_se.block.avg_pool,0.00868605263531208,4.0455852285958827e-05,0.006361277567121154,0.0014601201983168721,0.02359764277935028,0.0016653542406857014,0.001798522425815463,0.005580625496804714,0.02042248658835888,0.021881042048335075,0.0
refine_se.block.fc.0,-0.0031621395610272884,3.0085967495097066e-08,0.00020021480338650553,-0.0036713394802063704,-0.0025661946274340153,-0.0035574506036937237,-0.003441225504502654,-0.0031609931029379368,-0.0028681582771241665,-0.002699114615097642,0.0
refine_se.block.fc.1,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
refine_se.block.fc.2,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
refine_se.block.fc.3,0.5,0.0,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
refine_out.0,0.00954969972372055,0.00014468205336015671,0.012028800994286867,-0.040204282850027084,0.07936146855354309,-0.016750048846006393,-0.00973881408572197,0.009269816800951958,0.029769327491521835,0.03847147151827812,0.005035400390625
refine_out.1,0.009547946974635124,0.00014461010869126767,0.012025810105405276,-0.04018263518810272,0.07919527590274811,-0.01674848236143589,-0.009738504886627197,0.009269552305340767,0.029760535806417465,0.038452502340078354,0.005035400390625
encoder_conv.block.0,0.0011320954654365778,0.026441169902682304,0.16260744110489625,-0.8236677646636963,0.8511080741882324,-0.394070029258728,-0.27695122361183167,0.0007838255260139704,0.28061413764953613,0.40043824911117554,0.0005130767822265625
encoder_conv.block.1,0.0011320897610858083,0.026440905407071114,0.16260662780794366,-0.823663592338562,0.8511037826538086,-0.39406803250312805,-0.27694982290267944,0.0007838215678930283,0.2806127071380615,0.4004362225532532,0.0005130767822265625
encoder_conv.block.2,0.06382808089256287,0.009363914839923382,0.096767374873577,0.0,0.8511037826538086,0.0,0.0,0.0007838215678930283,0.2806127071380615,0.4004362225532532,0.49826812744140625
encoder_se.block.avg_pool,0.06268663704395294,0.0007869750843383372,0.02805325443399281,-0.05520341545343399,0.1109943687915802,0.023382408544421196,0.03042222559452057,0.05858554318547249,0.1067667156457901,0.10987263917922974,0.0
encoder_se.block.fc.0,-0.026848958805203438,2.184264849347528e-05,0.004674681646216701,-0.03563518822193146,-0.0142103536054492,-0.03507436439394951,-0.03381819650530815,-0.026626702398061752,-0.02070539817214012,-0.015210608020424843,0.0
encoder_se.block.fc.1,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
encoder_se.block.fc.2,0.0,0.0,0.0001,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0
encoder_se.block.fc.3,0.5,0.0,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
encoder_fc,-0.0016405952628701925,0.023796716704964638,0.15426187703047256,-0.7269729375839233,0.6728668212890625,-0.3602222502231598,-0.2553884983062744,-0.0017317872261628509,0.2517222464084625,0.35951298475265503,0.000492095947265625
decoder_fc,2.764592136372812e-05,0.008019224740564823,0.08955018001413968,-0.4427829086780548,0.47434869408607483,-0.2087693065404892,-0.14736506342887878,8.963048458099365e-05,0.14741775393486023,0.20857293903827667,0.0009021759033203125
refine.0,1.4100596672506072e-05,0.0026529289316385984,0.051506688222391066,-0.3020005226135254,0.3159799873828888,-0.1231507807970047,-0.08466843515634537,4.9352033784089144e-06,0.08478068560361862,0.1232461929321289,0.0015842914581298828
refine.1,1.4100525731919333e-05,0.0026529019232839346,0.05150642603873748,-0.3019990026950836,0.31597837805747986,-0.12315015494823456,-0.08466800302267075,4.935178367304616e-06,0.084780253469944,0.12324556708335876,0.0015842914581298828
refine.2,0.020304374396800995,0.0009153687860816717,0.030255227417450885,0.0,0.31597837805747986,0.0,0.0,4.935178367304616e-06,0.084780253469944,0.12324556708335876,0.5007576942443848
refine.3,0.0012512451503425837,0.00041590945329517126,0.020394103395226064,-0.11653520911931992,0.12986522912979126,-0.04532688483595848,-0.03152799978852272,0.0008097874815575778,0.035495124757289886,0.05137095972895622,0.004056096076965332
refine.4,0.0012512386310845613,0.0004159052623435855,0.020394000645866064,-0.11653462052345276,0.12986457347869873,-0.045326653867959976,-0.031527839601039886,0.0008097834070213139,0.03549494594335556,0.05137069895863533,0.004056096076965332
refine.5,0.008696019649505615,0.00016020193288568407,0.012657485251252876,0.0,0.12986457347869873,0.0,0.0,0.0008097834070213139,0.03549494594335556,0.05137069895863533,0.4856990575790405
refine_se.block.avg_pool,0.008696019649505615,4.043859735247679e-05,0.006359921175020709,0.0014447503490373492,0.02288127690553665,0.0016657912638038397,0.0018067288910970092,0.005670992657542229,0.020464051514863968,0.021775444969534874,0.0
refine_se.block.fc.0,-0.0031611714512109756,2.1921653825529575e-08,0.0001786663197850383,-0.003532454604282975,-0.0027027702890336514,-0.0034525131341069937,-0.0033983748871833086,-0.003175830701366067,-0.00291639962233603,-0.002827628515660763,0.0
refine_se.block.fc.1,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
refine_se.block.fc.2,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
refine_se.block.fc.3,0.5,0.0,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
refine_out.0,0.00955435261130333,0.00014477907097898424,0.012032833040435,-0.03913059085607529,0.07422665506601334,-0.01677100360393524,-0.009766452014446259,0.009303760714828968,0.02976725809276104,0.038408707827329636,0.005035400390625
refine_out.1,0.009552599862217903,0.0001447073300369084,0.012029851621566593,-0.03911063075065613,0.0740906372666359,-0.01676943153142929,-0.009766140952706337,0.009303492493927479,0.029758470132946968,0.03838983178138733,0.005035400390625
encoder_conv.block.0,-0.0007312437519431114,0.02619260363280773,0.16184132238957927,-0.8353760838508606,0.8456159234046936,-0.4023306667804718,-0.2790891230106354,-0.00029597635148093104,0.27390483021736145,0.3959631323814392,0.0005464553833007812
encoder_conv.block.1,-0.000731240026652813,0.02619234099984169,0.16184051099722124,-0.8353718519210815,0.8456116318702698,-0.40232864022254944,-0.27908772230148315,-0.0002959748380817473,0.27390342950820923,0.39596113562583923,0.0005464553833007812
encoder_conv.block.2,0.062178127467632294,0.009064221754670143,0.0952062590099524,0.0,0.8456116318702698,0.0,0.0,0.0,0.27390342950820923,0.39596113562583923,0.5010719299316406
encoder_se.block.avg_pool,0.06329464912414551,0.0007962025701999664,0.028217238883348712,0.0023965644650161266,0.13741183280944824,0.013384797610342503,0.027924440801143646,0.06400588899850845,0.10778515040874481,0.12185770273208618,0.0
encoder_se.block.fc.0,-0.027245309203863144,2.2391770471585914e-05,0.00473305086298319,-0.042941268533468246,-0.017288299277424812,-0.04050328582525253,-0.03501785546541214,-0.026186835020780563,-0.02037729136645794,-0.01895827427506447,0.0
encoder_se.block.fc.1,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
encoder_se.block.fc.2,0.0,0.0,0.0001,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0
encoder_se.block.fc.3,0.5,0.0,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
encoder_fc,-0.0005970752681605518,0.02474166825413704,0.1572948767574362,-0.6795548796653748,0.7489337921142578,-0.36601522564888,-0.2591969966888428,-0.0007307445630431175,0.25870755314826965,0.36506831645965576,0.00055694580078125
decoder_fc,5.16953514306806e-05,0.008336322382092476,0.09130351790644474,-0.4729324281215668,0.42875024676322937,-0.21329142153263092,-0.15005730092525482,0.00018021813593804836,0.15009364485740662,0.21314579248428345,0.0008687973022460938
refine.0,6.590807970496826e-06,0.002754711313173175,0.052485439058592,-0.3102981150150299,0.3100111782550812,-0.12559358775615692,-0.08631797134876251,-9.429095371160656e-06,0.08633623272180557,0.12572255730628967,0.0015499591827392578
refine.1,6.590775228687562e-06,0.0027546831406652927,0.05248517067387028,-0.31029653549194336,0.31000959873199463,-0.12559294700622559,-0.0863175317645073,-9.42904625844676e-06,0.08633579313755035,0.12572191655635834,0.0015499591827392578
refine.2,0.020679477602243423,0.0009503568871878088,0.030828021136424064,0.0,0.31000959873199463,0.0,0.0,0.0,0.08633579313755035,0.12572191655635834,0.5008509159088135
refine.3,0.001270208042114973,0.00043184906826354563,0.020781219123611243,-0.1263248324394226,0.12758292257785797,-0.04623889923095703,-0.03210017457604408,0.0008260608301497996,0.03619331493973732,0.05236498638987541,0.003932356834411621
refine.4,0.0012702015228569508,0.00043184467358514667,0.02078111338656201,-0.12632419168949127,0.12758228182792664,-0.04623866453766823,-0.03210001066327095,0.0008260566391982138,0.036193132400512695,0.05236472189426422,0.003932356834411621
refine.5,0.008856242522597313,0.00016637350199744105,0.012898972904748698,0.0,0.12758228182792664,0.0,0.0,0.0008260566391982138,0.036193132400512695,0.05236472189426422,0.48566150665283203
refine_se.block.avg_pool,0.008856242522597313,4.2077670514117926e-05,0.006487501099353889,0.0015208286931738257,0.024033892899751663,0.001700010383501649,0.0018337871879339218,0.005791035480797291,0.020787332206964493,0.02228572778403759,0.0
refine_se.block.fc.0,-0.0032217332627624273,3.164797135468689e-08,0.00020407834611905028,-0.003720593173056841,-0.0026393334846943617,-0.00361032597720623,-0.003477933816611767,-0.003223987063392997,-0.0029413183219730854,-0.002720932476222515,0.0
refine_se.block.fc.1,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
refine_se.block.fc.2,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
refine_se.block.fc.3,0.5,0.0,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
refine_out.0,0.009738080203533173,0.00015049413195811212,0.01226801255126975,-0.04518141970038414,0.08025723695755005,-0.017069457098841667,-0.009926109574735165,0.00946076214313507,0.030378470197319984,0.039193637669086456,0.0048694610595703125
refine_out.1,0.00973622314631939,0.00015041627921164036,0.012264839143325133,-0.04515070095658302,0.08008536696434021,-0.01706779934465885,-0.00992578361183405,0.009460479952394962,0.03036912903189659,0.03917358070611954,0.0048694610595703125
encoder_conv.block.0,-0.0008084207074716687,0.02675921469926834,0.16358247063566542,-0.824721097946167,0.8160834312438965,-0.40073949098587036,-0.2842671573162079,-0.0006674580508843064,0.281093955039978,0.3952839970588684,0.0004787445068359375
encoder_conv.block.1,-0.000808416458312422,0.026758944615721703,0.16358164510641682,-0.8247169256210327,0.816079318523407,-0.400737464427948,-0.2842657268047333,-0.0006674546748399734,0.2810925245285034,0.39528200030326843,0.0004787445068359375
encoder_conv.block.2,0.06320672482252121,0.009224368259310722,0.09604362685420997,0.0,0.816079318523407,0.0,0.0,0.0,0.2810925245285034,0.39528200030326843,0.5018978118896484
encoder_se.block.avg_pool,0.06428200006484985,0.0008153629605658352,0.028554736219510685,0.0027019744738936424,0.13399046659469604,0.01860210858285427,0.026013284921646118,0.06694178283214569,0.10957156121730804,0.11972303688526154,0.0
encoder_se.block.fc.0,-0.027875440195202827,2.2717626052326523e-05,0.004767350003128208,-0.04148703068494797,-0.01969081535935402,-0.03911591321229935,-0.0361555740237236,-0.02639976143836975,-0.0218417439609766,-0.019972221925854683,0.0
encoder_se.block.fc.1,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
encoder_se.block.fc.2,0.0,0.0,0.0001,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0
encoder_se.block.fc.3,0.5,0.0,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
encoder_fc,-0.0010909894481301308,0.0241599902510643,0.15543487462942254,-0.6959887742996216,0.7748855948448181,-0.3651157021522522,-0.25660526752471924,-0.0012501729652285576,0.25492560863494873,0.36001670360565186,0.000476837158203125
decoder_fc,1.5478737623197958e-05,0.008149667643010616,0.09027556503844557,-0.42325684428215027,0.4758281111717224,-0.21012750267982483,-0.14853015542030334,-1.4323508366942406e-05,0.14862969517707825,0.21077382564544678,0.0008831024169921875
refine.0,9.793460776563734e-06,0.002694439608603716,0.05190808808464935,-0.3095089793205261,0.31922098994255066,-0.12405798584222794,-0.08531802147626877,1.2176418749731965e-05,0.0853419080376625,0.12431473284959793,0.0016126632690429688
refine.1,9.793415301828645e-06,0.0026944121345877647,0.05190782344298174,-0.3095073997974396,0.3192193806171417,-0.1240573599934578,-0.08531758934259415,1.2176356904092245e-05,0.08534147590398788,0.12431409955024719,0.0016126632690429688
refine.2,0.020455284044146538,0.0009293234325014055,0.0304849706003041,0.0,0.3192193806171417,0.0,0.0,1.2176356904092245e-05,0.08534147590398788,0.12431409955024719,0.5007004737854004
refine.3,0.0012577392626553774,0.00042194960406050086,0.020541655338859644,-0.11135147511959076,0.12026172876358032,-0.045696716755628586,-0.03174944967031479,0.0008176112314686179,0.03576064482331276,0.05172854661941528,0.003977179527282715
refine.4,0.001257732859812677,0.0004219453549012542,0.020541551910730947,-0.1113509088754654,0.12026111781597137,-0.04569648578763008,-0.031749289482831955,0.000817607156932354,0.035760462284088135,0.05172828584909439,0.003977179527282715
refine.5,0.008757531642913818,0.00016245266306214035,0.012746084224660543,0.0,0.12026111781597137,0.0,0.0,0.000817607156932354,0.035760462284088135,0.05172828584909439,0.4856306314468384
refine_se.block.avg_pool,0.008757531642913818,4.111255475436337e-05,0.006412687015157014,0.0015890408540144563,0.023820914328098297,0.0016676735831424594,0.0018158433958888054,0.005856559611856937,0.0205482579767704,0.02210431545972824,0.0
refine_se.block.fc.0,-0.003195502795279026,3.120646852039499e-08,0.00020299376473279908,-0.0037008095532655716,-0.0026452818419784307,-0.003673488274216652,-0.003486379748210311,-0.003182406537234783,-0.0029402959626168013,-0.002819592831656337,0.0
refine_se.block.fc.1,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
refine_se.block.fc.2,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
refine_se.block.fc.3,0.5,0.0,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
refine_out.0,0.009628738276660442,0.0001467512920498848,0.012114507503397931,-0.04237638786435127,0.07725168764591217,-0.016880644485354424,-0.009785059839487076,0.009356413036584854,0.029981300234794617,0.03872458636760712,0.004975318908691406
refine_out.1,0.009626946412026882,0.00014667728100903332,0.01211145247313605,-0.04235104098916054,0.07709838449954987,-0.016879040747880936,-0.00978474784642458,0.009356139227747917,0.029972318559885025,0.038705237209796906,0.004975318908691406
encoder_conv.block.0,0.0011152169900014997,0.027668999508023262,0.1663400418060043,-0.7911556363105774,0.8431573510169983,-0.4119170904159546,-0.28319206833839417,-0.0008535539964213967,0.2904749810695648,0.4180472791194916,0.0005197525024414062
encoder_conv.block.1,0.0011152110528200865,0.027668720111250877,0.16633920196769875,-0.7911516427993774,0.8431530594825745,-0.41191500425338745,-0.28319063782691956,-0.0008535496890544891,0.2904735207557678,0.41804516315460205,0.0005197525024414062
encoder_conv.block.2,0.06456868350505829,0.009966016747057438,0.09982998921695543,0.0,0.8431530594825745,0.0,0.0,0.0,0.2904735207557678,0.41804516315460205,0.5023994445800781
encoder_se.block.avg_pool,0.06401433050632477,0.000901581603102386,0.030026515000951843,-0.002524064853787422,0.1340479850769043,-0.0009190798737108707,0.026985596865415573,0.06685223430395126,0.11373818665742874,0.12909702956676483,0.0
encoder_se.block.fc.0,-0.027025220915675163,3.761796688195318e-05,0.006134163910587423,-0.04154539108276367,-0.0035821879282593727,-0.041332706809043884,-0.036595381796360016,-0.02606789395213127,-0.019918741658329964,-0.012992928735911846,0.0
encoder_se.block.fc.1,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
encoder_se.block.fc.2,0.0,0.0,0.0001,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0
encoder_se.block.fc.3,0.5,0.0,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
encoder_fc,-0.001020224066451192,0.024174677208065987,0.1554821121803598,-0.7255649566650391,0.7206020355224609,-0.3642629086971283,-0.25734493136405945,-0.0012416669633239508,0.2554031312465668,0.3600568473339081,0.00051116943359375
decoder_fc,-4.1402974602533504e-05,0.008146433159708977,0.09025764876014097,-0.41666340827941895,0.45332571864128113,-0.21101200580596924,-0.14863917231559753,2.130400389432907e-05,0.14822998642921448,0.21164467930793762,0.0009021759033203125
refine.0,1.0145420674234629e-05,0.0026916961651295424,0.0518816553815464,-0.28611958026885986,0.29950785636901855,-0.12435746937990189,-0.08533305674791336,-4.510898179432843e-06,0.08538725972175598,0.1243566945195198,0.0016186237335205078
refine.1,1.0145371561520733e-05,0.002691668923944235,0.051881392848922576,-0.28611811995506287,0.2995063364505768,-0.12435683608055115,-0.08533262461423874,-4.5108754420652986e-06,0.08538682758808136,0.12435606122016907,0.0016186237335205078
refine.2,0.02042984962463379,0.0009289048030041158,0.030478103664829868,0.0,0.2995063364505768,0.0,0.0,0.0,0.08538682758808136,0.12435606122016907,0.5008294582366943
refine.3,0.0012527380604296923,0.0004217186651658267,0.020536033335720575,-0.10347011685371399,0.1309574991464615,-0.04577294737100601,-0.03175896778702736,0.0008166776970028877,0.035762395709753036,0.051823973655700684,0.0040247440338134766
refine.4,0.00125273154117167,0.00042171441600658,0.020535929879276955,-0.1034695953130722,0.13095682859420776,-0.04577271640300751,-0.031758807599544525,0.000816673506051302,0.03576221317052841,0.05182371288537979,0.0040247440338134766
refine.5,0.008744621649384499,0.00016250822227448225,0.01274826350035495,0.0,0.13095682859420776,0.0,0.0,0.000816673506051302,0.03576221317052841,0.05182371288537979,0.48563849925994873
refine_se.block.avg_pool,0.008744621649384499,4.119854929740541e-05,0.006419388545446163,0.0011662095785140991,0.024090364575386047,0.0016927695833146572,0.0018195549491792917,0.005318661220371723,0.020671742036938667,0.021989939734339714,0.0
refine_se.block.fc.0,-0.0031793531961739063,4.8608104208369696e-08,0.0002420911072476015,-0.003734637051820755,-0.0019399889279156923,-0.003518866142258048,-0.0034778453409671783,-0.0032032933086156845,-0.00291769253090024,-0.002243778668344021,0.0
refine_se.block.fc.1,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
refine_se.block.fc.2,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
refine_se.block.fc.3,0.5,0.0,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
refine_out.0,0.009604166261851788,0.00014714371354784817,0.01213069303658485,-0.0429234616458416,0.07631737738847733,-0.01686966046690941,-0.009787067770957947,0.009315247647464275,0.03000219538807869,0.03884883224964142,0.005100250244140625
refine_out.1,0.009602371603250504,0.00014706903311889619,0.012127614485911736,-0.042897120118141174,0.07616955786943436,-0.01686806231737137,-0.009786754846572876,0.009314978495240211,0.029993196949362755,0.03882930055260658,0.005100250244140625
encoder_conv.block.0,-0.0003772594500333071,0.02587754838168621,0.16086503156897156,-0.7689986824989319,0.7682996988296509,-0.4013511538505554,-0.2759920358657837,-0.00022371794329956174,0.2768152952194214,0.40015318989753723,0.0005168914794921875
encoder_conv.block.1,-0.00037725758738815784,0.02587728761136532,0.16086422104173856,-0.7689948081970215,0.7682958245277405,-0.40134912729263306,-0.27599066495895386,-0.00022371680825017393,0.2768138647079468,0.40015116333961487,0.0005168914794921875
encoder_conv.block.2,0.061725255101919174,0.009094341658055782,0.09536431019021625,0.0,0.7682958245277405,0.0,0.0,0.0,0.2768138647079468,0.40015116333961487,0.5008544921875
encoder_se.block.avg_pool,0.06237398087978363,0.0007759284344501793,0.027855671495230185,0.008212657645344734,0.12379740178585052,0.011008994653820992,0.02694879099726677,0.06271080672740936,0.10486997663974762,0.11428932845592499,0.0
encoder_se.block.fc.0,-0.026886701583862305,2.1504763935809024e-05,0.004638401010672646,-0.03884255886077881,-0.014847754500806332,-0.03698110207915306,-0.03490916267037392,-0.026559311896562576,-0.020795736461877823,-0.016642821952700615,0.0
encoder_se.block.fc.1,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
encoder_se.block.fc.2,0.0,0.0,0.0001,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0
encoder_se.block.fc.3,0.5,0.0,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
encoder_fc,-0.0014245309866964817,0.024428406730294228,0.15629592678727822,-0.7261067628860474,0.7136365175247192,-0.3655407130718231,-0.2580292224884033,-0.0016359584406018257,0.2563813626766205,0.36522752046585083,0.000492095947265625
decoder_fc,2.5700286641949788e-05,0.008205197751522064,0.09058260181470867,-0.42297184467315674,0.4608069956302643,-0.21103955805301666,-0.14902304112911224,-5.545048043131828e-05,0.14908716082572937,0.21182194352149963,0.000850677490234375
refine.0,1.1100899428129196e-05,0.002712688408792019,0.052083571390526,-0.3093208372592926,0.2851031422615051,-0.12476976215839386,-0.08565753698348999,3.0782473913859576e-05,0.08564548939466476,0.12478204816579819,0.0015940666198730469
refine.1,1.110084485844709e-05,0.0027126609347760677,0.05208330764051058,-0.30931925773620605,0.2851017117500305,-0.12476912885904312,-0.08565710484981537,3.0782313842792064e-05,0.08564505726099014,0.12478141486644745,0.0015940666198730469
refine.2,0.02051001787185669,0.000935962307266891,0.03059366449556004,0.0,0.2851017117500305,0.0,0.0,3.0782313842792064e-05,0.08564505726099014,0.12478141486644745,0.5005548000335693
